y_true,WDNN_prob,WDNN_pred,fWDNN_prob,fWDNN_pred,RF_prob,RF_pred,LR_prob,LR_pred,SVM_prob,SVM_pred,lightGBM_prob,lightGBM_pred,label
0.0,0.002450347,0,0.80987215,1,0.44,0.0,0.11185903572536411,0.0,0.26738459764102457,0.0,0.25736065994159707,0.0,EUCASTv11_IMI
0.0,0.019646019,0,0.5049142,1,0.4,0.0,0.1797434005800355,0.0,0.3200380497538055,0.0,0.0931702266906135,0.0,EUCASTv11_IMI
1.0,0.1309084,0,0.9997115,1,0.79,1.0,0.9493884593509662,1.0,0.7186617702330355,1.0,0.9471772224222941,1.0,EUCASTv11_IMI
1.0,0.5285542,1,0.99996436,1,0.97,1.0,0.9956849956154142,1.0,0.7823935712211326,1.0,0.9989170707849014,1.0,EUCASTv11_IMI
1.0,0.32781452,0,0.99998164,1,1.0,1.0,0.9993485762036788,1.0,0.8219818776215815,1.0,0.9996494463927077,1.0,EUCASTv11_IMI
0.0,0.03861198,0,0.0038431883,0,0.15,0.0,0.009656168020232649,0.0,0.19608284562283482,0.0,0.03022221154197887,0.0,EUCASTv11_IMI
1.0,0.02612102,0,0.9914259,1,0.71,1.0,0.9854794368864663,1.0,0.7994791699979683,1.0,0.9908329246351492,1.0,EUCASTv11_IMI
1.0,0.0015688539,0,0.05766508,0,0.21,0.0,0.0016022290520035164,0.0,0.13775901457932155,0.0,0.07414460991338263,0.0,EUCASTv11_IMI
0.0,0.0005054474,0,0.015657276,0,0.21,0.0,0.011716310321720384,0.0,0.19004782336572673,0.0,0.08357040339985712,0.0,EUCASTv11_IMI
1.0,0.68107736,1,0.9999846,1,1.0,1.0,0.999680024534631,1.0,0.8590807819103479,1.0,0.9986584550642886,1.0,EUCASTv11_IMI
0.0,0.108569086,0,0.89967716,1,0.48,0.0,0.5078186290553585,1.0,0.5,1.0,0.34921728206840996,0.0,EUCASTv11_IMI
1.0,0.008770019,0,0.24979281,0,0.31,0.0,0.3380832332784285,0.0,0.48453820401272496,1.0,0.35431959030819815,0.0,EUCASTv11_IMI
0.0,0.48659125,0,0.99975616,1,0.82,1.0,0.9460196849975642,1.0,0.6497534564499065,1.0,0.39910444894854713,0.0,EUCASTv11_IMI
0.0,0.0067199767,0,0.31341088,0,0.32,0.0,0.12155907298447245,0.0,0.3008301800628026,0.0,0.13474373687548727,0.0,EUCASTv11_IMI
1.0,0.18290633,0,0.9958923,1,0.73,1.0,0.978241751494348,1.0,0.7541174093255708,1.0,0.991777077687414,1.0,EUCASTv11_IMI
0.0,0.0041422844,0,0.950662,1,0.43,0.0,0.22517213946237627,0.0,0.25835326951990883,0.0,0.7212631468759885,1.0,EUCASTv11_IMI
0.0,0.00014913082,0,0.0031730533,0,0.17,0.0,0.0033202319850690084,0.0,0.19246012268258006,0.0,0.04057956880887967,0.0,EUCASTv11_IMI
0.0,0.1789982,0,0.9928266,1,0.67,1.0,0.7028441438693804,1.0,0.5532645400473595,1.0,0.8363527929704616,1.0,EUCASTv11_IMI
1.0,0.43350554,0,0.99851215,1,0.83,1.0,0.9881706521662977,1.0,0.8178045482874281,1.0,0.9377882702375323,1.0,EUCASTv11_IMI
0.0,0.01962474,0,0.9910139,1,0.42,0.0,0.015690302095652895,0.0,0.23417666731946316,0.0,0.028824609747018063,0.0,EUCASTv11_IMI
0.0,0.043902636,0,0.74425316,1,0.45,0.0,0.08344532587219038,0.0,0.2992505616027457,0.0,0.02180033477890226,0.0,EUCASTv11_IMI
1.0,0.77527606,1,0.9996119,1,0.55,1.0,0.807469315988802,1.0,0.6486772395526864,1.0,0.8260717673307245,1.0,EUCASTv11_IMI
0.0,2.5139263e-05,0,0.08155,0,0.17,0.0,0.005512401164575168,0.0,0.16404012671119725,0.0,0.012326669457595878,0.0,EUCASTv11_IMI
0.0,1.5565225e-06,0,0.046184063,0,0.28,0.0,0.0001055887998394319,0.0,0.06097064565754497,0.0,0.011751184143021402,0.0,EUCASTv11_IMI
1.0,0.46050575,0,0.8747413,1,0.54,1.0,0.5720717028219924,1.0,0.5555641568815212,1.0,0.2933062251062193,0.0,EUCASTv11_IMI
1.0,0.109411746,0,0.999953,1,0.96,1.0,0.9932358490395925,1.0,0.7329858113397881,1.0,0.9972150407396881,1.0,EUCASTv11_IMI
1.0,0.020816803,0,0.99921,1,0.74,1.0,0.9917954185809307,1.0,0.8080039617079204,1.0,0.9921858447529706,1.0,EUCASTv11_IMI
1.0,0.88361406,1,0.9995784,1,0.78,1.0,0.9867531950086199,1.0,0.7143683093367813,1.0,0.9865413753061908,1.0,EUCASTv11_IMI
1.0,0.29063368,0,0.99998283,1,1.0,1.0,0.9983755236148802,1.0,0.7720079979834634,1.0,0.9948025546148113,1.0,EUCASTv11_IMI
1.0,0.9970728,1,0.99972904,1,0.89,1.0,0.9987553086797316,1.0,0.8257424808835235,1.0,0.9903356547334168,1.0,EUCASTv11_IMI
0.0,5.8350175e-05,0,0.001354456,0,0.1,0.0,0.0018460858645427162,0.0,0.10054707344186191,0.0,0.0891252387847881,0.0,EUCASTv11_IMI
0.0,0.14665323,0,0.92668974,1,0.47,0.0,0.41404411104273153,0.0,0.4855786512700121,1.0,0.2531195404304104,0.0,EUCASTv11_IMI
1.0,0.022250384,0,0.9328191,1,0.4,0.0,0.35248113053215546,0.0,0.47353466755499335,1.0,0.06590261741052537,0.0,EUCASTv11_IMI
1.0,9.3541596e-05,0,0.6373808,1,0.38,0.0,0.12267302481035111,0.0,0.2907950440881471,0.0,0.3210306059914517,0.0,EUCASTv11_IMI
0.0,0.00010344132,0,0.01366508,0,0.13,0.0,0.0008271073793256735,0.0,0.0885660751610576,0.0,0.027497722077182568,0.0,EUCASTv11_IMI
1.0,0.8554088,1,0.99877024,1,0.75,1.0,0.952208071359843,1.0,0.6797358903331311,1.0,0.9611433153267592,1.0,EUCASTv11_IMI
1.0,0.9262973,1,0.9986446,1,0.7,1.0,0.9994543313986864,1.0,0.9091192437759974,1.0,0.9961398760710889,1.0,EUCASTv11_IMI
0.0,0.05559835,0,0.99814343,1,0.75,1.0,0.9834154953510476,1.0,0.7550906896816838,1.0,0.996530871998814,1.0,EUCASTv11_IMI
1.0,0.6374821,1,0.9709321,1,0.5,0.0,0.9355544185025515,1.0,0.7345103579483477,1.0,0.5538934633848939,1.0,EUCASTv11_IMI
0.0,0.0024916232,0,0.08037147,0,0.16,0.0,0.055285813430203855,0.0,0.2732940231132936,0.0,0.010389624669562112,0.0,EUCASTv11_IMI
1.0,0.82892233,1,0.99998355,1,0.99,1.0,0.9979508853807609,1.0,0.816653745711588,1.0,0.9992302001996652,1.0,EUCASTv11_IMI
1.0,0.94084233,1,0.9997375,1,0.73,1.0,0.9951928147921727,1.0,0.8487568863793854,1.0,0.9739434174489724,1.0,EUCASTv11_IMI
0.0,0.020600468,0,0.9966178,1,0.7,1.0,0.9441618547940942,1.0,0.6829472544773845,1.0,0.9758592141195664,1.0,EUCASTv11_IMI
0.0,0.070474744,0,0.9980118,1,0.61,1.0,0.8860951581122082,1.0,0.6354571732127781,1.0,0.4105322391435658,0.0,EUCASTv11_IMI
0.0,0.13383794,0,0.9567586,1,0.52,1.0,0.6496743863112041,1.0,0.5447271114591856,1.0,0.1480999714459941,0.0,EUCASTv11_IMI
0.0,0.016998857,0,0.2113505,0,0.32,0.0,0.03577811696367552,0.0,0.28404628078976496,0.0,0.03427378303472464,0.0,EUCASTv11_IMI
0.0,0.027268112,0,0.1426638,0,0.29,0.0,0.12788552670085324,0.0,0.32056825105949194,0.0,0.052793401263662006,0.0,EUCASTv11_IMI
0.0,2.9535257e-05,0,0.007537335,0,0.13,0.0,0.010073176197004562,0.0,0.23660119450612185,0.0,0.014629084925232162,0.0,EUCASTv11_IMI
1.0,0.045246452,0,0.56613016,1,0.25,0.0,0.8751253606427668,1.0,0.6240908870865679,1.0,0.3872203787521547,0.0,EUCASTv11_IMI
1.0,0.021083444,0,0.26870757,0,0.33,0.0,0.0260360079361353,0.0,0.24211872258471073,0.0,0.042272439810427324,0.0,EUCASTv11_IMI
0.0,0.04213792,0,0.5000908,1,0.26,0.0,0.013672615476634547,0.0,0.18553243234509736,0.0,0.03893136765621951,0.0,EUCASTv11_IMI
0.0,0.00045728683,0,0.6127798,1,0.34,0.0,0.09403764273403709,0.0,0.31098808575869574,0.0,0.08799244594540276,0.0,EUCASTv11_IMI
1.0,0.0040771067,0,0.93512976,1,0.42,0.0,0.08357920285730208,0.0,0.3887956916812479,0.0,0.03673114693366214,0.0,EUCASTv11_IMI
1.0,0.9925786,1,0.999975,1,0.97,1.0,0.9998689703045343,1.0,0.9091881552145021,1.0,0.99880108080992,1.0,EUCASTv11_IMI
0.0,0.0009545386,0,0.29996887,0,0.26,0.0,0.00024404543230417623,0.0,0.0717561038055371,0.0,0.17757416986720173,0.0,EUCASTv11_IMI
1.0,0.8276566,1,0.9668144,1,0.58,1.0,0.9639788687765919,1.0,0.7605227876850301,1.0,0.9502017707308791,1.0,EUCASTv11_IMI
0.0,0.9998932,1,0.99907875,1,0.87,1.0,0.9992443236099434,1.0,0.8760574524649061,1.0,0.9901551219511258,1.0,EUCASTv11_IMI
0.0,0.031172246,0,0.058112383,0,0.38,0.0,0.01805228851816582,0.0,0.25903394195775253,0.0,0.18557115395236323,0.0,EUCASTv11_IMI
1.0,0.9392064,1,0.99998546,1,0.97,1.0,0.9988724337941873,1.0,0.8402823034287006,1.0,0.9959516064531053,1.0,EUCASTv11_IMI
0.0,0.8911644,1,0.99954104,1,0.76,1.0,0.9894650405910759,1.0,0.7509528577220762,1.0,0.9798914696677078,1.0,EUCASTv11_IMI
1.0,1.9838017e-05,0,0.054856807,0,0.14,0.0,0.00017235362046658047,0.0,0.06034624432060263,0.0,0.025614300814108225,0.0,EUCASTv11_IMI
0.0,0.9969455,1,0.9994091,1,0.72,1.0,0.99852630852867,1.0,0.866472814230517,1.0,0.9804989543604042,1.0,EUCASTv11_IMI
0.0,0.0005745292,0,0.3015597,0,0.29,0.0,0.015211150195062646,0.0,0.2382625421630799,0.0,0.014033322109498546,0.0,EUCASTv11_IMI
1.0,0.0053519905,0,0.9151965,1,0.53,1.0,0.07306854893347794,0.0,0.27649325667306296,0.0,0.2649388252382083,0.0,EUCASTv11_IMI
0.0,0.004107237,0,0.2860329,0,0.33,0.0,0.04563801191246828,0.0,0.27128287263578604,0.0,0.2163232493371309,0.0,EUCASTv11_IMI
0.0,0.00019943714,0,0.028746367,0,0.16,0.0,0.002336295240727343,0.0,0.1385731683711722,0.0,0.025663885661084365,0.0,EUCASTv11_IMI
0.0,0.0050419867,0,0.73288614,1,0.48,0.0,0.033389882787914056,0.0,0.23625950290968945,0.0,0.4882098249922559,0.0,EUCASTv11_IMI
1.0,0.62693477,1,0.9999764,1,0.99,1.0,0.9999349129783772,1.0,0.9150380156899101,1.0,0.9987221891671931,1.0,EUCASTv11_IMI
1.0,0.000111693036,0,0.109512776,0,0.24,0.0,0.006792970503263253,0.0,0.16843550859875486,0.0,0.029951005024277718,0.0,EUCASTv11_IMI
0.0,0.00031366944,0,0.14957562,0,0.24,0.0,0.004461872581605311,0.0,0.15085470346867966,0.0,0.006265919394678395,0.0,EUCASTv11_IMI
0.0,0.2182351,0,0.01526621,0,0.13,0.0,0.008761785171011241,0.0,0.17624601670735046,0.0,0.014760364667668509,0.0,EUCASTv11_IMI
0.0,6.765286e-05,0,0.0005914271,0,0.05,0.0,0.0008151957376462028,0.0,0.14553358965010815,0.0,0.0031403185246165004,0.0,EUCASTv11_IMI
1.0,0.41628954,0,0.999255,1,0.74,1.0,0.9812517633955783,1.0,0.7429658104149028,1.0,0.9866707548288342,1.0,EUCASTv11_IMI
0.0,0.00023034215,0,0.22597018,0,0.26,0.0,0.0008075914478212606,0.0,0.06362511389094219,0.0,0.043998775648122455,0.0,EUCASTv11_IMI
0.0,0.91009295,1,0.9675161,1,0.54,1.0,0.8820680177866282,1.0,0.6499524775414153,1.0,0.8687210435556593,1.0,EUCASTv11_IMI
0.0,0.027950674,0,0.8543203,1,0.4,0.0,0.882218124469906,1.0,0.6666131299062844,1.0,0.9686934566699601,1.0,EUCASTv11_IMI
0.0,0.00045880675,0,0.012237161,0,0.27,0.0,0.0421655370916141,0.0,0.21654351777152353,0.0,0.10355568981703248,0.0,EUCASTv11_IMI
1.0,0.084674895,0,0.9766091,1,0.54,1.0,0.9460785673401139,1.0,0.6703083328368665,1.0,0.12607593350361818,0.0,EUCASTv11_IMI
1.0,0.9642391,1,0.9890497,1,0.72,1.0,0.9855743861222264,1.0,0.7315039567760292,1.0,0.8975516733360067,1.0,EUCASTv11_IMI
1.0,0.0002886951,0,0.06333661,0,0.3,0.0,0.05381538942759694,0.0,0.24134851748217412,0.0,0.14665316381740875,0.0,EUCASTv11_IMI
1.0,0.8752241,1,0.9999596,1,0.98,1.0,0.9984830761126976,1.0,0.8103088810270681,1.0,0.9984408548754784,1.0,EUCASTv11_IMI
1.0,0.66569495,1,0.99997926,1,0.99,1.0,0.994486336727922,1.0,0.7483698759836632,1.0,0.9978041727742285,1.0,EUCASTv11_IMI
1.0,0.007729888,0,0.99893653,1,0.69,1.0,0.9721803417084406,1.0,0.7120592062457822,1.0,0.9378328062058604,1.0,EUCASTv11_IMI
0.0,0.009601027,0,0.09682435,0,0.35,0.0,0.04440142286316233,0.0,0.28620644721674565,0.0,0.21111065078615346,0.0,EUCASTv11_IMI
0.0,0.93608487,1,0.91477966,1,0.48,0.0,0.5993027931157509,1.0,0.4463509854658465,0.0,0.8044383821160691,1.0,EUCASTv11_IMI
1.0,0.17900494,0,0.99998355,1,1.0,1.0,0.9985144768393892,1.0,0.8051663128394446,1.0,0.9994423381511689,1.0,EUCASTv11_IMI
1.0,2.3016168e-05,0,0.034097254,0,0.16,0.0,0.0008552176066720603,0.0,0.07907032312484831,0.0,0.014588913550737648,0.0,EUCASTv11_IMI
1.0,0.0003554821,0,0.045420706,0,0.25,0.0,0.0015002484029943656,0.0,0.07763935079746083,0.0,0.044167529425806595,0.0,EUCASTv11_IMI
0.0,0.0002002716,0,0.91166675,1,0.42,0.0,0.057518772542434204,0.0,0.3165760847382877,0.0,0.09776086715269998,0.0,EUCASTv11_IMI
